Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
2736	-34.46956	-57.84034	23.37078	0.128643	0.111127	0.0316918	0.128316	0.0601438	0.0223906	0.0424823	0.0145014	0.00501669	0.145781	0.167824	0.143177	0.0462997	0.0109543	0.231563	0.0776453	0.0908277	0.0920443	0.00178869	0.0155379	0.00147229	0.110792	0.0095136	0.671623	0.823548	0.941231	1.06244	1.21426	1.48893	0.2878234	0.0761413	0.0657735	0.0187577	0.0759476	0.0355979	0.0132525	0.0251444	0.00858305	0.00296928	0.0862849	0.0993318	0.0847435	0.0274039	0.0064836	0.137057	0.0459567	0.053759	0.0544791	0.00105869	0.00919655	0.00087142	0.0655755	0.0056309	0.750556	0.249444	0.7505562	1.689534
2772	-27.07327	-50.4452	23.37193	0.0244775	0.0116286	0.0298803	0.017877	0.00753379	0.00113993	0.00469614	0.00440109	0.000927752	0.0179341	0.0158411	0.0247552	0.00766466	0.0220341	0.00833334	0.0127325	0.022752	0.00271545	0.0191609	0.00589065	0.00225004	0.0267561	0.000119034	0.159891	0.408981	0.756586	1.32173	2.4451	6.25425	1.325574	0.0839705	0.0398921	0.102505	0.0613272	0.0258448	0.00391055	0.0161102	0.015098	0.00318267	0.0615233	0.0543431	0.0849232	0.0262937	0.0755883	0.0285877	0.0436791	0.078051	0.0093154	0.0657317	0.020208	0.0077188	0.0917874	0.000408348	0.677605	0.322395	0.6776054	0.2915011
2808	-30.78987	-53.72469	22.93482	0.139868	0.000905607	0.0209133	0.0128527	0.00600582	0.00862486	0.0018986	0.00534744	0.000446039	0.00356068	0.0270025	0.0270086	0.0168467	0.00720456	0.0132046	0.0102106	0.0587242	0.0209153	0.00931787	0.057344	0.000995799	0.0317708	0.126343	0.0758214	0.284231	0.675391	1.48062	3.51826	13.1889	1.865066	0.230306	0.00149117	0.0344358	0.0211634	0.0098892	0.0142017	0.00312624	0.00880512	0.00073445	0.00586303	0.0444624	0.0444724	0.0277399	0.011863	0.0217427	0.0168129	0.0966954	0.0344391	0.0153428	0.0944228	0.00163968	0.0523138	0.208037	0.605984	0.394016	0.6059835	0.6073111
2844	-29.89842	-52.92293	23.02451	0.128253	0.00476358	0.00728676	0.014285	0.0204881	0.00418514	0.00767199	0.010118	0.00217824	0.0110676	0.0355318	0.0119084	0.0432565	0.0242415	0.0101912	0.0418331	0.00629492	0.00926093	0.0400034	0.0261736	0.0047734	0.0680635	0.0400429	0.0845676	0.299774	0.686704	1.45623	3.33584	11.8249	1.786128	0.224268	0.0083298	0.0127419	0.0249794	0.0358264	0.00731831	0.0134156	0.0176927	0.00380896	0.0193533	0.0621325	0.0208236	0.0756401	0.0423897	0.0178208	0.0731511	0.0110076	0.0161941	0.0699515	0.0457682	0.00834697	0.119019	0.0700206	0.772522	0.227478	0.7725222	0.5718724
2880	-29.31696	-51.89003	22.57307	0.00525912	0.0140478	0.000994967	0.00672267	0.0419668	0.00160872	0.000719991	0.000927629	0.00106318	0.00204257	0.0202924	0.0152037	0.0141935	0.00819885	0.00287321	0.00223856	0.010079	0.0102381	0.0116716	0.00542405	0.0188893	0.005421	0.000584807	0.0690511	0.271557	0.665848	1.50184	3.68247	14.482	1.932697	0.0262089	0.0700075	0.00495843	0.0335025	0.209142	0.0080171	0.00358809	0.00462285	0.0052984	0.0101792	0.101128	0.0757678	0.0707333	0.0408591	0.0143187	0.0111559	0.050229	0.0510219	0.0581656	0.0270308	0.094135	0.0270156	0.00291439	0.734284	0.265716	0.734284	0.2006615
2916	-29.42783	-53.13431	23.70648	0.0633262	0.0686527	0.031563	0.0574105	0.0561407	0.00154951	0.0257382	0.00604445	0.0245603	0.0116151	0.0231431	0.142601	0.146334	0.14427	0.032165	0.186449	0.0331493	0.020117	0.0672768	0.306742	0.0162599	0.0368913	0.133436	0.962315	0.98144	0.994172	1.00586	1.01891	1.03916	0.02777581	0.0387213	0.0419783	0.0192995	0.0351041	0.0343277	0.00094746	0.0157379	0.00369593	0.0150176	0.00710213	0.0141511	0.0871944	0.089477	0.0882152	0.0196675	0.114006	0.0202694	0.0123007	0.041137	0.18756	0.00994226	0.0225575	0.0815905	0.814631	0.185369	0.8146314	1.635435
2952	-30.69016	-53.80011	23.10995	0.0889178	0.00996879	0.064406	0.047122	0.0163918	0.0218051	0.0220927	0.112948	0.0341554	0.0757006	0.00863428	0.142806	0.104823	0.092894	0.0522675	0.406079	0.0232611	0.0122882	0.0577186	0.0080815	0.0835157	0.00585273	0.00300367	0.32362	0.576824	0.842267	1.18727	1.73363	3.09004	0.8157546	0.0594874	0.00666927	0.0430886	0.0315254	0.0109664	0.0145879	0.0147804	0.075564	0.0228505	0.0506449	0.00577647	0.0955393	0.0701282	0.0621475	0.0349677	0.271673	0.015562	0.00822098	0.0386146	0.00540665	0.0558733	0.00391557	0.0020095	0.868757	0.131243	0.8687566	1.494733
2988	-37.63451	-60.26283	22.62832	0.0149021	0.0734149	0.0553704	0.107048	0.221409	0.175204	0.0118924	0.0652998	0.00130416	0.0187063	0.010455	0.0888611	0.04664	0.011663	0.101159	0.00608499	0.0418818	0.0114443	0.00118317	0.182907	0.190519	0.250497	0.00634318	0.24273	0.50133	0.806202	1.24038	1.9947	4.1198	1.023724	0.00879599	0.0433333	0.0326825	0.0631851	0.130687	0.103415	0.00701949	0.0385434	0.000769785	0.0110414	0.00617107	0.0524505	0.0275294	0.00688409	0.0597092	0.00359168	0.0247209	0.006755	0.000698369	0.107961	0.112454	0.147857	0.00374408	0.51188	0.48812	0.5118798	1.694189
3024	-31.94055	-55.08651	23.14596	0.153861	0.00700673	0.0539148	0.0191511	0.0843235	0.052142	0.0181547	0.0405864	0.0033032	0.0391863	0.079851	0.128288	0.0255635	0.124894	0.0215062	0.053338	0.0620973	0.0291111	0.00739758	0.034624	0.130008	0.168936	0.0234668	0.267358	0.525523	0.818144	1.22228	1.90287	3.7403	0.9538485	0.113074	0.00514931	0.0396225	0.0140743	0.0619702	0.0383197	0.0133421	0.0298274	0.00242756	0.0287984	0.0586833	0.09428	0.0187869	0.0917856	0.0158052	0.0391987	0.0456359	0.021394	0.00543656	0.0254455	0.0955442	0.124153	0.017246	0.559696	0.440304	0.5596957	1.360711
3060	-31.09633	-54.66158	23.56525	0.00331349	0.0134744	0.00457404	0.00484985	0.012637	0.009793	0.00412103	0.0405121	0.0317025	0.0282426	0.00828221	0.0113966	0.0278847	0.00242334	0.0192767	0.00212909	0.0665849	0.00684457	0.0239316	0.0162415	0.00555743	0.00618488	0.0214557	0.186387	0.440738	0.774445	1.29125	2.26892	5.36518	1.214704	0.00892131	0.0362787	0.0123152	0.0130578	0.0340242	0.0263669	0.0110955	0.109076	0.0853564	0.0760408	0.0222992	0.0306843	0.0750774	0.00652465	0.0519009	0.0057324	0.179274	0.0184284	0.064434	0.0437289	0.0149629	0.0166523	0.0577677	0.48338	0.51662	0.4833797	0.3714133
3096	-32.8253	-55.22533	22.40004	0.0491433	0.259507	0.00545119	0.0900237	0.057181	0.0410809	0.00646745	0.00917699	0.038018	0.362082	0.155692	0.205541	0.00700835	0.180801	0.0501058	0.00442994	0.226397	0.0928201	0.0525117	0.0652391	0.162506	0.0198235	0.00548342	0.445872	0.674402	0.884353	1.13077	1.48279	2.2428	0.5840393	0.0228947	0.120898	0.00253958	0.04194	0.0266393	0.0191387	0.00301303	0.00427534	0.0177117	0.168686	0.0725332	0.0957567	0.00326503	0.084231	0.0233431	0.00206381	0.105473	0.0432427	0.024464	0.0303934	0.075708	0.00923532	0.0025546	0.793731	0.206269	0.7937305	2.14649
3132	-31.45428	-54.95741	23.50313	0.138964	0.0794209	0.00763924	0.0339969	0.016658	0.00407618	0.00645804	0.0107246	0.0519912	0.0219313	0.0180073	0.0434534	0.0332951	0.0408818	0.0290328	0.0654041	0.133431	0.148664	0.00815762	0.0495493	0.0301076	0.0166231	0.00294638	0.244444	0.503053	0.807066	1.23906	1.98786	4.09091	1.018637	0.140167	0.0801087	0.0077054	0.0342914	0.0168023	0.00411148	0.00651397	0.0108175	0.0524415	0.0221212	0.0181633	0.0438297	0.0335834	0.0412358	0.0292842	0.0659706	0.134587	0.149951	0.00822827	0.0499784	0.0303683	0.0167671	0.0029719	0.711958	0.288042	0.7119582	0.991414
3168	-40.70824	-64.47453	23.76629	0.0217131	0.00812457	0.0243429	0.0115883	0.0366171	0.0140013	0.00268606	0.0170253	0.0813555	0.0231898	0.00820936	0.120078	0.0532499	0.0101996	0.000563057	0.0279591	0.00400764	0.00250506	0.0186292	0.0187472	0.0205235	0.0144952	0.00127333	0.233878	0.492328	0.801658	1.24741	2.03117	4.27573	1.050586	0.0401289	0.0150154	0.0449891	0.0214168	0.0676737	0.0258765	0.00496423	0.0314652	0.150357	0.042858	0.0151721	0.221921	0.0984134	0.0188503	0.00104061	0.0516725	0.00740669	0.00462972	0.0344295	0.0346475	0.0379304	0.0267892	0.0023533	0.294579	0.705421	0.2945794	0.5410835
3204	-32.98893	-56.19529	23.20636	0.0209282	0.0204486	0.00319322	0.0329798	0.0184589	0.0415154	0.0188233	0.095386	0.00277065	0.0682844	0.0683859	0.0948348	0.0562394	0.0023512	0.00165459	0.00705199	0.0541917	0.0442017	0.0218613	0.0813147	0.0292434	0.018334	0.0394388	0.134433	0.375812	0.736883	1.35707	2.66091	7.43864	1.450974	0.0248585	0.0242889	0.00379291	0.0391734	0.0219255	0.049312	0.0223584	0.1133	0.00329098	0.0811083	0.0812289	0.112645	0.0668012	0.00279276	0.00196532	0.00837636	0.064369	0.0525028	0.0259669	0.0965856	0.0347354	0.0217771	0.0468455	0.603799	0.396201	0.6037992	0.841892
3240	-36.11568	-59.13063	23.01495	0.00406715	0.0314654	0.0450617	0.180796	0.181939	0.0222698	0.0188343	0.0687108	0.0386873	0.271925	0.241464	0.0147696	0.0595697	0.00257269	0.0019378	0.111286	0.0157518	0.250254	0.0860951	0.0775502	0.0588581	0.0219655	0.23132	0.829086	0.912643	0.971884	1.02893	1.09572	1.20615	0.1355261	0.00199649	0.0154458	0.02212	0.0887495	0.0893105	0.0109318	0.0092454	0.0337289	0.0189909	0.133483	0.11853	0.00725011	0.0292417	0.00126289	0.000951232	0.0546284	0.00773225	0.122845	0.0422625	0.0380679	0.0288924	0.0107824	0.113551	0.697353	0.302647	0.6973528	2.037151
3276	-37.47295	-59.78229	22.30935	0.00420145	0.0315098	0.00509709	0.0924896	0.0215589	0.0110595	0.0474692	0.0337947	0.00292043	0.0248547	0.0415941	0.0566494	0.0761978	0.000191352	0.00550141	0.0183237	0.00782189	0.0265342	0.0269796	0.0456204	0.0160506	0.0832988	0.0456875	0.034614	0.193905	0.599433	1.66824	5.15716	28.89	2.43204	0.00579186	0.0434374	0.00702653	0.1275	0.0297198	0.0152459	0.0654381	0.0465873	0.00402593	0.0342631	0.057339	0.0780934	0.105042	0.000263786	0.00758391	0.0252599	0.0107828	0.0365784	0.0371924	0.0628894	0.0221264	0.114831	0.0629819	0.162431	0.837569	0.1624307	0.7254062
3312	-31.18977	-53.00175	21.81198	0.188581	0.0599885	0.0112081	0.0353963	0.117582	0.00573222	0.113325	0.03286	0.004038	0.110403	0.113446	0.0877218	0.199694	0.00200277	0.0460307	0.155463	0.065979	0.126119	0.0730457	0.042327	0.112038	0.151379	0.04388	0.117929	0.352555	0.722342	1.38439	2.83644	8.4797	1.545686	0.0993453	0.0316021	0.00590448	0.0186469	0.0619426	0.00301975	0.0597002	0.0173107	0.00212723	0.0581606	0.0597637	0.0462121	0.1052	0.00105507	0.0242492	0.0818982	0.034758	0.06644	0.0384807	0.022298	0.0590222	0.0797469	0.0231161	0.799264	0.200736	0.7992641	1.898241
3348	-34.23792	-55.84383	21.60591	0.229264	0.0934767	0.100847	0.0395093	0.267197	0.00501415	0.194952	0.0606739	0.0125929	0.099982	0.0430514	0.196012	0.174841	0.00124453	0.130302	0.0683476	0.0673113	0.269055	0.101069	0.421327	0.124426	0.014094	0.263421	0.942858	0.971712	0.991087	1.00899	1.02911	1.0606	0.04254494	0.0769855	0.031389	0.0338639	0.013267	0.0897234	0.00168373	0.0654638	0.0203739	0.00422864	0.0335734	0.0144564	0.0658198	0.0587107	0.000417906	0.0437548	0.0229507	0.0226028	0.0903471	0.0339384	0.141479	0.0417817	0.00473269	0.0884555	0.86845	0.13155	0.86845	2.978012
3384	-27.79118	-51.56339	23.77222	0.01054	0.019983	0.0113051	0.0162646	0.0450174	0.00221954	0.047738	0.0109465	0.011909	0.0274161	0.0574977	0.0287828	0.034515	0.00697553	0.00849865	0.136274	0.0242987	0.0575375	0.013344	0.0225886	0.011546	0.0160941	0.0651488	0.253656	0.512211	0.811621	1.2321	1.95232	3.94235	0.9918886	0.0153545	0.029111	0.0164692	0.0236942	0.0655809	0.00323341	0.0695443	0.0159467	0.017349	0.0399395	0.083762	0.0419305	0.0502811	0.0101619	0.0123807	0.198523	0.0353982	0.08382	0.0194394	0.0329068	0.01682	0.0234457	0.0949081	0.99164	0.00836029	0.9916397	0.6864409
3420	-32.11111	-55.21663	23.10552	0.0129155	0.0562786	0.006789	0.00442619	0.042066	0.0104734	0.0316081	0.000957917	0.0201882	0.0231949	0.0581762	0.0463013	0.064734	0.106472	0.00725227	0.0223687	0.0138394	0.0332275	0.051696	0.0134907	0.0225344	0.0207628	0.0994605	0.108359	0.338299	0.7131	1.40233	2.95597	9.22862	1.606883	0.0167905	0.0731638	0.0088259	0.00575418	0.054687	0.0136157	0.0410914	0.00124532	0.0262452	0.030154	0.0756307	0.0601931	0.084156	0.138417	0.00942815	0.02908	0.0179916	0.0431966	0.0672063	0.0175382	0.0292953	0.0269923	0.129301	0.68113	0.31887	0.68113	0.7692138
3456	-39.16789	-61.94778	22.77989	0.115833	0.269928	0.0539818	0.0360826	0.126856	0.0201229	0.0656793	0.0169595	0.0839549	0.0142683	0.212689	0.151399	0.00439342	0.11534	0.0413827	0.154463	0.0392876	0.0400141	0.220515	0.0529733	0.0953896	0.198575	0.11287	0.926493	0.963449	0.98845	1.01168	1.03794	1.07934	0.05520523	0.0516431	0.120345	0.0240672	0.016087	0.0565573	0.00897157	0.0292824	0.00756121	0.0374304	0.00636137	0.0948252	0.0674999	0.00195876	0.0514234	0.01845	0.0688656	0.017516	0.0178399	0.0983143	0.0236176	0.0425285	0.0885327	0.0503219	0.665163	0.334837	0.6651633	2.242959
3492	-33.50507	-56.42753	22.92246	0.0175687	0.0147986	0.0128577	0.00511806	0.0301497	0.0154942	0.00101025	0.000450273	0.00447551	0.0281061	0.0765809	0.0540035	0.0159384	0.0181358	0.00936753	0.0389566	0.032901	0.0127991	0.054936	0.0122996	0.00818827	0.0162325	0.00627884	0.0725203	0.278127	0.670833	1.49068	3.59548	13.7892	1.897252	0.0361015	0.0304094	0.026421	0.010517	0.061954	0.0318387	0.00207594	0.000925256	0.00919662	0.0577545	0.157364	0.110971	0.0327515	0.0372668	0.0192491	0.080051	0.0676075	0.0263006	0.112887	0.0252741	0.0168259	0.0333557	0.0129022	0.792468	0.207532	0.7924675	0.4866471
3528	-38.628	-60.81317	22.18517	0.157746	0.0206432	0.00434611	0.0135309	0.227746	0.0422021	0.112875	0.179461	0.0692357	0.0619536	0.270385	0.0278248	0.304298	0.0108959	0.0781671	0.204574	0.0200702	0.118351	0.0132642	0.226259	0.0980469	0.0110073	0.0435695	0.477036	0.696993	0.893491	1.11921	1.43473	2.09628	0.5351892	0.068098	0.00891156	0.00187619	0.00584121	0.0983166	0.0182184	0.0487276	0.0774723	0.0298887	0.026745	0.116724	0.0120118	0.131364	0.00470371	0.0337443	0.0883135	0.00866422	0.0510915	0.00572607	0.0976748	0.0423263	0.00475181	0.0188087	0.768035	0.231965	0.768035	2.316451
3564	-33.35134	-56.68022	23.32888	0.0075846	0.0029496	0.00936555	0.0408597	0.0760497	0.00846333	0.0510056	0.0173166	0.00572718	0.0246886	0.000468771	0.0884583	0.0374272	0.017315	0.102674	0.115016	0.0360971	0.0296187	0.046737	0.0426599	0.0329735	0.0656576	0.0147887	0.165248	0.415607	0.760389	1.31512	2.40612	6.05153	1.301749	0.00867901	0.0033752	0.0107169	0.0467554	0.0870232	0.00968453	0.0583654	0.0198153	0.00655357	0.028251	0.000536411	0.101222	0.0428277	0.0198134	0.117489	0.131612	0.0413057	0.0338924	0.0534808	0.0488154	0.0377313	0.0751316	0.0169226	0.599361	0.400639	0.5993609	0.8739022
3600	-30.39895	-53.5634	23.16444	0.131067	0.00110411	0.0715592	0.0419651	0.17248	0.0542538	0.0179677	0.0642909	0.0107064	0.197345	0.0641818	0.0904914	0.0551271	0.00146098	0.0846916	0.0349546	0.00194218	0.0222454	0.0401285	0.0362126	0.0145173	0.147161	0.0108703	0.277186	0.534858	0.82265	1.21558	1.86966	3.60769	0.9277455	0.0958988	0.000807849	0.0523582	0.0307049	0.1262	0.0396962	0.0131465	0.0470401	0.00783359	0.144393	0.0469603	0.0662104	0.0403352	0.00106897	0.0619668	0.0255754	0.00142105	0.0162764	0.0293611	0.0264959	0.0106219	0.107674	0.00795352	0.867998	0.132002	0.8679984	1.366725
3636	-33.23788	-56.35263	23.11474	0.0761652	0.0124992	0.00285276	0.0118113	0.081696	0.0544004	0.00845216	0.180849	0.0116284	0.0313231	0.0389877	0.0878137	0.0168005	0.0325832	0.0803499	0.0599362	0.00363159	0.00268169	0.0363848	0.00484599	0.0174377	0.106594	0.0138373	0.139435	0.382567	0.74099	1.34955	2.61392	7.17182	1.424561	0.0782336	0.0128386	0.00293023	0.012132	0.0839146	0.0558777	0.00868169	0.185761	0.0119442	0.0321737	0.0400464	0.0901984	0.0172567	0.0334681	0.0825319	0.0615639	0.00373021	0.00275451	0.0373729	0.00497759	0.0179112	0.109488	0.0142131	0.776246	0.223754	0.7762456	0.9735619
3672	-35.74106	-58.4428	22.70173	0.0663618	0.0402359	0.00135613	0.183171	0.202613	0.347817	0.00231724	0.0105514	0.104657	0.136723	0.0163219	0.127973	0.0572584	0.090325	0.0345433	0.120554	0.0620844	0.0107916	0.0565555	0.000857549	0.0647592	0.0891912	0.0294003	0.370826	0.616429	0.859899	1.16293	1.62225	2.69668	0.7173	0.0357473	0.0216739	0.00073051	0.0986688	0.109142	0.187359	0.00124823	0.00568373	0.056376	0.0736488	0.00879213	0.0689353	0.0308435	0.0486555	0.0186075	0.0649389	0.0334431	0.00581313	0.0304648	0.000461938	0.0348839	0.0480448	0.0158371	0.761382	0.238618	0.7613816	1.856417
3708	-26.0554	-49.36081	23.30541	0.160249	0.0470211	0.00113938	0.0855994	0.131428	0.0262392	0.0391581	0.0721212	0.0186681	0.158958	0.173675	0.0186098	0.0604586	0.182933	0.0192006	9.25068e-05	0.122529	0.130514	0.0448319	0.0878056	0.0311286	0.0880966	0.00617067	0.634378	0.800949	0.933096	1.0717	1.24852	1.57635	0.329076	0.093898	0.0275521	0.000667621	0.0501571	0.0770106	0.0153749	0.0229447	0.0422595	0.0109386	0.0931415	0.101765	0.0109044	0.0354258	0.10719	0.0112506	5.42045e-05	0.071796	0.0764746	0.0262693	0.0514498	0.0182399	0.0516203	0.00361571	0.587127	0.412873	0.587127	1.706626
3744	-27.57782	-51.56446	23.98664	0.100129	0.0441544	0.00175348	0.115873	0.0949682	0.0271234	0.0671965	0.0254571	0.009142	0.0422463	0.0535771	0.15402	0.133646	0.0650694	0.0565153	0.00321833	0.152114	0.0155994	0.0204525	0.0240725	0.0992301	0.0437921	0.0193223	0.867139	0.932837	0.978543	1.02193	1.072	1.15322	0.1030778	0.0731576	0.0322607	0.00128115	0.084661	0.0693871	0.0198173	0.0490961	0.0185998	0.00667947	0.0308666	0.0391453	0.112532	0.0976464	0.047542	0.0412921	0.00235143	0.11114	0.0113975	0.0149433	0.0175882	0.072501	0.031996	0.0141176	0.853346	0.146654	0.8533462	1.368672
3780	-32.54901	-55.47152	22.92251	0.0497267	0.0224904	0.0146385	0.0206723	0.318174	0.240858	0.0244699	0.31211	0.0414246	0.208601	0.0724171	0.106862	0.0896156	0.0210151	0.00584713	0.059174	0.153342	0.0565076	0.0579603	0.109724	0.101519	0.0159612	0.00850096	0.853024	0.9254	0.976103	1.02448	1.08061	1.1723	0.1149444	0.0235492	0.0106508	0.00693239	0.00978984	0.150678	0.114064	0.0115883	0.147806	0.0196175	0.0987876	0.0342947	0.0506068	0.0424395	0.00995215	0.00276904	0.0280231	0.0726183	0.0267604	0.0274484	0.0519624	0.0480766	0.00755879	0.00402582	0.816497	0.183503	0.8164965	2.111612
3816	-33.2954	-57.34312	24.04772	0.0308219	0.0480143	0.0199643	0.169021	0.0871363	0.0196548	0.0484034	0.0395581	0.0264532	0.077501	0.0251432	0.0375251	0.074962	0.0121279	0.0504132	0.0307066	0.0847367	0.0189881	0.185303	0.193736	0.0823521	0.00276452	0.0212663	0.97378	0.987126	0.995966	1.00405	1.01304	1.02693	0.01921153	0.0222291	0.0346285	0.0143985	0.1219	0.0628438	0.0141753	0.0349092	0.0285298	0.0190784	0.0558947	0.0181336	0.0270636	0.0540636	0.00874677	0.0363587	0.022146	0.0611132	0.0136945	0.133643	0.139725	0.0593934	0.00199381	0.0153375	0.790751	0.209249	0.7907509	1.386553
3852	-31.03902	-54.48708	23.44806	0.057498	0.0324126	0.0258309	0.0191625	0.0108283	0.0115397	0.0320212	0.0170008	0.0342189	0.0439203	0.0464862	0.108118	0.118999	0.0736559	0.0296473	0.0534221	0.0835935	0.00276918	0.0408669	0.0591659	0.0877789	0.0164543	0.0298888	0.240875	0.499457	0.805262	1.24183	2.00217	4.15153	1.029273	0.0555387	0.0313081	0.0249506	0.0185095	0.0104593	0.0111465	0.03093	0.0164214	0.0330528	0.0424236	0.044902	0.104434	0.114944	0.071146	0.028637	0.0516016	0.0807448	0.00267481	0.0394743	0.0571497	0.0847877	0.0158936	0.0288703	0.89929	0.10071	0.8992899	1.035279
3888	-29.08718	-52.68411	23.59693	0.0252001	0.00747951	0.00901626	0.0115448	0.184174	0.0279874	0.0332749	0.0512732	0.0010918	0.141675	0.0469789	0.0330285	0.0659637	0.0754672	0.0677205	0.0814379	0.0239276	0.00466754	0.00464332	0.0120999	0.0634055	0.0248854	0.0147612	0.286234	0.543302	0.826681	1.20966	1.8406	3.49365	0.9045206	0.0249085	0.00739298	0.00891195	0.0114112	0.182043	0.0276636	0.03289	0.05068	0.00107917	0.140036	0.0464353	0.0326464	0.0652006	0.0745941	0.066937	0.0804957	0.0236508	0.00461354	0.0045896	0.0119599	0.062672	0.0245975	0.0145904	0.63708	0.36292	0.6370799	1.011705
3924	-35.62046	-58.89192	23.27146	0.0419578	0.0165546	0.00314887	0.027106	0.0644075	0.0390769	0.166049	0.0523474	0.00819235	0.10719	0.0462978	0.154865	0.042036	0.0612805	0.0373583	0.0514861	0.0873272	0.0799533	0.0145082	0.0765931	0.119133	0.116986	0.00677835	0.35365	0.602335	0.853716	1.17135	1.66021	2.82766	0.7515923	0.0295346	0.011653	0.00221652	0.0190802	0.0453372	0.0275067	0.116884	0.0368479	0.00576669	0.0754522	0.0325895	0.109011	0.0295896	0.043136	0.0262969	0.0362416	0.0614706	0.05628	0.0102125	0.0539148	0.0838593	0.0823475	0.00477136	0.709622	0.290378	0.7096221	1.420634
3960	-41.89915	-64.11045	22.2113	0.0305923	0.104824	0.0938511	0.099576	0.0924263	0.00811978	0.103427	0.102688	0.254293	0.118484	0.0148896	0.00012354	0.364574	0.0305003	0.167778	0.0636084	0.00146403	0.00526701	0.0314012	0.383021	0.0856192	0.0124673	0.162896	0.511455	0.721082	0.903013	1.1074	1.38681	1.95521	0.4848148	0.0131191	0.0449525	0.0402467	0.0427018	0.0396357	0.00348206	0.0443533	0.0440366	0.10905	0.0508104	0.00638519	5.29786e-05	0.156343	0.0130796	0.0719491	0.0272776	0.000627828	0.00225869	0.013466	0.164253	0.0367166	0.00534645	0.0698555	0.330795	0.669205	0.3307948	2.331892
3996	-31.94662	-55.34406	23.39744	0.0295963	0.0595481	0.00229459	0.0448241	0.0208634	0.000633652	0.0451739	0.00324485	0.0352019	0.0390444	0.0255589	0.00016149	0.0229333	0.000554904	0.0331098	0.0200673	0.0116151	0.0462812	0.0386131	0.0230069	0.031661	0.00234096	0.0507455	0.142462	0.386596	0.743416	1.34514	2.58668	7.01941	1.409029	0.0504132	0.101432	0.00390851	0.0763516	0.035538	0.00107934	0.0769475	0.00552715	0.0599616	0.0665066	0.0435361	0.000275075	0.0390637	0.000945202	0.0563979	0.0341819	0.0197847	0.0788335	0.065772	0.0391891	0.0539301	0.0039875	0.0864379	0.855959	0.144041	0.8559593	0.5870747
4032	-40.45382	-61.88276	21.42893	0.0876172	0.0124664	0.0915822	0.0359667	0.0616067	0.174757	0.162396	0.0265759	0.00796512	0.163957	0.0901002	0.855725	0.218301	0.0165124	0.024618	0.0382312	0.113166	0.0147232	0.0221483	0.0160503	0.194586	0.129089	0.0289492	0.304143	0.559624	0.83435	1.19854	1.78692	3.28792	0.8606373	0.0338671	0.00481871	0.0353997	0.0139024	0.0238131	0.0675498	0.0627718	0.0102725	0.00307879	0.0633751	0.0348268	0.330767	0.0843807	0.00638259	0.00951572	0.0147777	0.0437425	0.00569104	0.0085611	0.00620398	0.0752143	0.0498975	0.0111899	0.367468	0.632532	0.3674678	2.587092
4068	-38.45902	-61.14206	22.68304	0.220486	0.0349326	0.0585617	0.021602	0.143412	0.114722	0.0309784	0.0470027	0.0254024	0.00735117	0.0486894	0.10105	0.0617977	0.00592393	0.109743	0.00567355	0.0340699	0.0181412	0.0291952	0.00300796	0.287456	0.179172	0.137592	0.27861	0.536196	0.823292	1.21464	1.86499	3.58925	0.924041	0.127747	0.0202395	0.0339299	0.0125159	0.0830911	0.0664682	0.0179485	0.0272327	0.0147178	0.00425917	0.02821	0.0585471	0.0358048	0.00343224	0.0635837	0.00328718	0.0197396	0.0105108	0.0169153	0.00174277	0.166548	0.10381	0.0797191	0.771615	0.228385	0.771615	1.725963
4104	-39.79858	-60.67354	20.87495	0.136982	0.204177	0.0140168	0.0764086	0.193948	0.00187375	0.158381	0.0274757	0.0513294	0.13953	0.0287881	0.34938	0.0197583	0.0761971	0.145333	0.1198	0.248535	0.328548	0.223438	0.00591927	0.0913155	0.00441425	0.247916	0.282587	0.539915	0.825069	1.21202	1.85214	3.53874	0.9137931	0.0473417	0.070565	0.00484431	0.0264073	0.0670296	0.000647579	0.0547376	0.00949578	0.0177398	0.0482223	0.00994936	0.120748	0.0068286	0.0263342	0.0502281	0.0414035	0.0858954	0.113548	0.0772217	0.00204574	0.0315592	0.00152559	0.0856814	0.414974	0.585026	0.4149736	2.893464
